"campus","sample_type","sample_subtype","classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019"
"UCSB","FISH","FISH","GMOR","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenidae","Gymnothorax","mordax","Gymnothorax mordax","WoRMS","125589","California Moray",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","GMOR","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenidae","Gymnothorax","mordax","Gymnothorax mordax","WoRMS","125589","California Moray",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","GNIG","Animalia","Chordata","Actinopterygii","Perciformes","Kyphosidae","Girella","nigricans","Girella nigricans","WoRMS","276217","Opaleye",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","GNIG","Animalia","Chordata","Actinopterygii","Perciformes","Kyphosidae","Girella","nigricans","Girella nigricans","WoRMS","276217","Opaleye",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","GOBI","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Gobiidae","spp","Gobiidae","WoRMS","280162","Gobies","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","HANA","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","anale","Hyperprosopon anale","WoRMS","280162","Spotfin Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HANA","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","anale","Hyperprosopon anale","WoRMS","273751","Spotfin Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HARG","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","argenteum","Hyperprosopon argenteum","WoRMS","273751","Walleye Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HARG","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","argenteum","Hyperprosopon argenteum","WoRMS","280137","Walleye Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HAZU","Animalia","Chordata","Actinopterygii","Perciformes","Kyphosidae","Hermosilla","azurea","Hermosilla azurea","WoRMS","280137","Zebra-Perch Sea Chub",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HCAL","Animalia","Chordata","Actinopterygii","Perciformes","Haemulidae","Haemulon","californiensis","Haemulon californiensis","WoRMS","275694","Californian Salema",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HCAR","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hypsurus","caryi","Hypsurus caryi","WoRMS","275694","Rainbow Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HCAR","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hypsurus","caryi","Hypsurus caryi","WoRMS","275696","Rainbow Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HDEC","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","decagrammus","Hexagrammos decagrammus","WoRMS","275696","Kelp Greenling",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HDEC","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","decagrammus","Hexagrammos decagrammus","WoRMS","277105","Kelp Greenling",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HELL","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","ellipticum","Hyperprosopon ellipticum","WoRMS","277105","Silver Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HELL","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","ellipticum","Hyperprosopon ellipticum","WoRMS","280053","Silver Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HEXA","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","spp","Hexagrammos","WoRMS","280053","Unidentified Hexagrammos","used first in NCCSR 2010 for juveniles too small to distinguish between HDEC and HLAG.",NA,"no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HFRA","Animalia","Chordata","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","francisci","Heterodontus francisci","WoRMS","275355","Horn Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HFRA","Animalia","Chordata","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","francisci","Heterodontus francisci","WoRMS","240746","Horn Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HGRI","Animalia","Chordata","Elasmobranchii","Hexanchiformes","Hexanchidae","Hexanchus","griseus","Hexanchus griseus","WoRMS","240746","Sixgill shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HHEM","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","hemilepidotus","Hemilepidotus hemilepidotus","WoRMS","240740","Red Irish Lord",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HLAG","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","lagocephalus","Hexagrammos lagocephalus","WoRMS","240740","Rock Greenling",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HLAG","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","lagocephalus","Hexagrammos lagocephalus","WoRMS","151386","Rock Greenling",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HROS","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Heterostichus","rostratus","Heterostichus rostratus","WoRMS","151386","Giant Kelpfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HROS","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Heterostichus","rostratus","Heterostichus rostratus","WoRMS","272286","Giant Kelpfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HRUB","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Hypsypops","rubicundus","Hypsypops rubicundus","WoRMS","272286","Garibaldi",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HRUB","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Hypsypops","rubicundus","Hypsypops rubicundus","WoRMS","280706","Garibaldi",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","HSEM","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Halichoeres","semicinctus","Halichoeres semicinctus","WoRMS","240737/274779","Rock Wrasse",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HSEM","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Halichoeres","semicinctus","Halichoeres semicinctus","WoRMS","240737/274779","Rock Wrasse",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","HSTE","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","stelleri","Hexagrammos stelleri","WoRMS","280833","Whitespotted Greenling",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","JZON","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Jordania","zonope","Jordania zonope","WoRMS","105820","Longfin Sculpin","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","JZON","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Jordania","zonope","Jordania zonope","WoRMS","105820","Longfin Sculpin","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","KGB","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","atrovirens,carnatus,chrysomelas,caurinus","Sebastes atrovirens/carnatus/chrysomelas/caurinus","WoRMS","269206","Kelp, Gopher, Black And Yellow, and Copper Rockfish Young of Year","This species group includes Sebastes atrovirens, S. carnatus, S. chrysomelas, S. caurinus (Kelp/Gopher/Black and Yellow/Copper).",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","KGB","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","atrovirens,carnatus,chrysomelas,caurinus","Sebastes atrovirens/carnatus/chrysomelas/caurinus","WoRMS","269206","Kelp, Gopher, Black And Yellow, and Copper Rockfish Young of Year","This species group includes Sebastes atrovirens, S. carnatus, S. chrysomelas, S. caurinus (Kelp/Gopher/Black and Yellow/Copper).",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","KSEI","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Kasatkia","seigeli","Kasatkia seigeli","WoRMS","275671","Six-Spot Prickleback","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","KSEI","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Kasatkia","seigeli","Kasatkia seigeli","WoRMS","271856","Six-Spot Prickleback","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","LCON","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lethops","connectens","Lethops connectens","WoRMS","271856","Kelp Goby, Halfblind Goby","Large groups of juveniles are sometimes encountered in the kelp canopy",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","LCON","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lethops","connectens","Lethops connectens","WoRMS","280865","Kelp Goby, Halfblind Goby","Large groups of juveniles are sometimes encountered in the kelp canopy",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","LDAL","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lythrypnus","dalli","Lythrypnus dalli","WoRMS","280865","Bluebanded Goby","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","LDAL","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lythrypnus","dalli","Lythrypnus dalli","WoRMS","125537","Bluebanded Goby","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","LHIR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Leiocottus","hirundo","Leiocottus hirundo","WoRMS","281097","Lavender Sculpin",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","LHIR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Leiocottus","hirundo","Leiocottus hirundo","WoRMS","281097","Lavender Sculpin",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","LIPA","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","spp","Liparis","WoRMS","281098","Snailfish","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","LLEP","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lepidogobius","lepidus","Lepidogobius lepidus","WoRMS","281098","Bay Goby","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","LLEP","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lepidogobius","lepidus","Lepidogobius lepidus","WoRMS","281049","Bay Goby","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","LMUC","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","mucosus","Liparis mucosus","WoRMS","1020317","Slimy Snailfish","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","LMUC","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","mucosus","Liparis mucosus","WoRMS","240717","Slimy Snailfish","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","LZEB","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lythrypnus","zebra","Lythrypnus zebra","WoRMS","240717","Zebra Goby","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","MCAL","Animalia","Chordata","Actinopterygii","Perciformes","Kyphosidae","Medialuna","californiensis","Medialuna californiensis","WoRMS","240732","Halfmoon",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","MCAL","Animalia","Chordata","Actinopterygii","Perciformes","Kyphosidae","Medialuna","californiensis","Medialuna californiensis","WoRMS","240732","Halfmoon",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","MCEP","Animalia","Chordata","Actinopterygii","Perciformes","Mugilidae","Mugil","cephalus","Mugil cephalus","WoRMS","281099","Mullet",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","MCEP","Animalia","Chordata","Actinopterygii","Perciformes","Mugilidae","Mugil","cephalus","Mugil cephalus","WoRMS","281099","Mullet",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","MMIN","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Micrometrus","minimus","Micrometrus minimus","WoRMS","240731","Dwarf Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","MMOL","Animalia","Chordata","Actinopterygii","Tetradontiformes","Molidae","Mola","mola","Mola mola","WoRMS","276694","Ocean Sunfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","MMOL","Animalia","Chordata","Actinopterygii","Tetradontiformes","Molidae","Mola","mola","Mola mola","WoRMS","276694","Ocean Sunfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","MXEN","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Mycteroperca","xenarcha","Mycteroperca xenarcha","WoRMS","105833","Broomtail Grouper",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","NBLA","Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Neoclinus","blanchardi","Neoclinus blanchardi","WoRMS","254521","Sarcastic Fringehead",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","NCEP","Animalia","Chordata","Elasmobranchii","Hexanchiformes","Hexanchidae","Notorynchus","cepedianus","Notorynchus cepedianus","WoRMS","240735","Broadnose Sevengill Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
